# Original ARM64 libgcam_ae.so 0x140bbc outputs; source: ArkCam deep audit native-math-checks.json
# tet,frequency,maxTime,maxGain,time,gain
2.5554158545486394,100.0,100.0,16.0,2.0567610263824463,1.2424465417861938
2.5554158545486394,100.0,30.0,6.0,2.0567610263824463,1.2424465417861938
2.5554158545486394,120.0,100.0,16.0,2.0567610263824463,1.2424465417861938
2.5554158545486394,120.0,30.0,6.0,2.0567610263824463,1.2424465417861938
3.0767317073721037,0.0,100.0,16.0,2.372227430343628,1.2969801425933838
3.0767317073721037,0.0,30.0,6.0,2.372227430343628,1.2969801425933838
3.0767317073721037,100.0,100.0,16.0,2.372227430343628,1.2969801425933838
3.0767317073721037,100.0,30.0,6.0,2.372227430343628,1.2969801425933838
3.0767317073721037,120.0,100.0,16.0,2.372227430343628,1.2969801425933838
3.0767317073721037,120.0,30.0,6.0,2.372227430343628,1.2969801425933838
3.704398241992154,0.0,100.0,16.0,2.7360799312591553,1.3539071083068848
3.704398241992154,0.0,30.0,6.0,2.7360799312591553,1.3539071083068848
3.704398241992154,100.0,100.0,16.0,2.7360799312591553,1.3539071083068848
3.704398241992154,100.0,30.0,6.0,2.7360799312591553,1.3539071083068848
3.704398241992154,120.0,100.0,16.0,2.7360799312591553,1.3539071083068848
3.704398241992154,120.0,30.0,6.0,2.7360799312591553,1.3539071083068848
4.460111456060392,0.0,100.0,16.0,3.15574049949646,1.4133328199386597
4.460111456060392,0.0,30.0,6.0,3.15574049949646,1.4133328199386597
4.460111456060392,100.0,100.0,16.0,3.15574049949646,1.4133328199386597
4.460111456060392,100.0,30.0,6.0,3.15574049949646,1.4133328199386597
4.460111456060392,120.0,100.0,16.0,3.15574049949646,1.4133328199386597
4.460111456060392,120.0,30.0,6.0,3.15574049949646,1.4133328199386597
5.369993424298595,0.0,100.0,16.0,3.639768123626709,1.4753668308258057
5.369993424298595,0.0,30.0,6.0,3.639768123626709,1.4753668308258057
5.369993424298595,100.0,100.0,16.0,3.639768123626709,1.4753668308258057
5.369993424298595,100.0,30.0,6.0,3.639768123626709,1.4753668308258057
5.369993424298595,120.0,100.0,16.0,3.639768123626709,1.4753668308258057
5.369993424298595,120.0,30.0,6.0,3.639768123626709,1.4753668308258057
6.465495237305497,0.0,100.0,16.0,4.1980366706848145,1.540123701095581
6.465495237305497,0.0,30.0,6.0,4.1980366706848145,1.540123701095581
6.465495237305497,100.0,100.0,16.0,4.1980366706848145,1.540123701095581
6.465495237305497,100.0,30.0,6.0,4.1980366706848145,1.540123701095581
6.465495237305497,120.0,100.0,16.0,4.1980366706848145,1.540123701095581
6.465495237305497,120.0,30.0,6.0,4.1980366706848145,1.540123701095581
7.784484143773442,0.0,100.0,16.0,4.8419318199157715,1.6077227592468262
7.784484143773442,0.0,30.0,6.0,4.8419318199157715,1.6077227592468262
7.784484143773442,100.0,100.0,16.0,4.8419318199157715,1.6077227592468262
7.784484143773442,100.0,30.0,6.0,4.8419318199157715,1.6077227592468262
7.784484143773442,120.0,100.0,16.0,4.8419318199157715,1.6077227592468262
7.784484143773442,120.0,30.0,6.0,4.8419318199157715,1.6077227592468262
9.372552474404811,0.0,100.0,16.0,5.584588527679443,1.6782890558242798
9.372552474404811,0.0,30.0,6.0,5.584588527679443,1.6782890558242798
9.372552474404811,100.0,100.0,16.0,5.584588527679443,1.6782890558242798
9.372552474404811,100.0,30.0,6.0,5.584588527679443,1.6782890558242798
9.372552474404811,120.0,100.0,16.0,5.584588527679443,1.6782890558242798
9.372552474404811,120.0,30.0,6.0,5.584588527679443,1.6782890558242798
11.284593591951232,0.0,100.0,16.0,6.441152572631836,1.7519524097442627
11.284593591951232,0.0,30.0,6.0,6.441152572631836,1.7519524097442627
11.284593591951232,100.0,100.0,16.0,6.441152572631836,1.7519524097442627
11.284593591951232,100.0,30.0,6.0,6.441152572631836,1.7519524097442627
11.284593591951232,120.0,100.0,16.0,6.441152572631836,1.7519524097442627
11.284593591951232,120.0,30.0,6.0,6.441152572631836,1.7519524097442627
13.586699341856006,0.0,100.0,16.0,7.429098129272461,1.8288490772247314
13.586699341856006,0.0,30.0,6.0,7.429098129272461,1.8288490772247314
13.586699341856006,100.0,100.0,16.0,7.429098129272461,1.8288490772247314
13.586699341856006,100.0,30.0,6.0,7.429098129272461,1.8288490772247314
13.586699341856006,120.0,100.0,16.0,7.429098129272461,1.8288490772247314
13.586699341856006,120.0,30.0,6.0,7.429098129272461,1.8288490772247314
16.358444591009096,0.0,100.0,16.0,8.568573951721191,1.909121036529541
16.358444591009096,0.0,30.0,6.0,8.568573951721191,1.909121036529541
16.358444591009096,100.0,100.0,16.0,8.568573951721191,1.909121036529541
16.358444591009096,100.0,30.0,6.0,8.568573951721191,1.909121036529541
16.358444591009096,120.0,100.0,16.0,8.333333015441895,1.9630134105682373
16.358444591009096,120.0,30.0,6.0,8.333333015441895,1.9630134105682373
19.695637822258565,0.0,100.0,16.0,9.88282299041748,1.992916226387024
19.695637822258565,0.0,30.0,6.0,9.88282299041748,1.992916226387024
19.695637822258565,100.0,100.0,16.0,9.88282299041748,1.992916226387024
19.695637822258565,100.0,30.0,6.0,9.88282299041748,1.992916226387024
19.695637822258565,120.0,100.0,16.0,8.333333015441895,2.3634767532348633
19.695637822258565,120.0,30.0,6.0,8.333333015441895,2.3634767532348633
23.713632862062518,0.0,100.0,16.0,10.888900756835938,2.1777801513671875
23.713632862062518,0.0,30.0,6.0,10.888900756835938,2.1777801513671875
23.713632862062518,100.0,100.0,16.0,10.0,2.3713631629943848
23.713632862062518,100.0,30.0,6.0,10.0,2.3713631629943848
23.713632862062518,120.0,100.0,16.0,8.333333015441895,2.8456358909606934
23.713632862062518,120.0,30.0,6.0,8.333333015441895,2.8456358909606934
28.551316214861547,0.0,100.0,16.0,11.948079109191895,2.389615774154663
28.551316214861547,0.0,30.0,6.0,11.948079109191895,2.389615774154663
28.551316214861547,100.0,100.0,16.0,10.0,2.8551318645477295
28.551316214861547,100.0,30.0,6.0,10.0,2.8551318645477295
28.551316214861547,120.0,100.0,16.0,8.333333015441895,3.4261584281921387
28.551316214861547,120.0,30.0,6.0,8.333333015441895,3.4261584281921387
34.37590783085585,0.0,100.0,16.0,13.110283851623535,2.622056722640991
34.37590783085585,0.0,30.0,6.0,13.110283851623535,2.622056722640991
34.37590783085585,100.0,100.0,16.0,10.0,3.4375908374786377
34.37590783085585,100.0,30.0,6.0,10.0,3.4375908374786377
34.37590783085585,120.0,100.0,16.0,16.66666603088379,2.0625545978546143
34.37590783085585,120.0,30.0,6.0,16.66666603088379,2.0625545978546143
41.38874125110899,0.0,100.0,16.0,14.385538101196289,2.877107620239258
41.38874125110899,0.0,30.0,6.0,14.385538101196289,2.877107620239258
41.38874125110899,100.0,100.0,16.0,10.0,4.138874053955078
41.38874125110899,100.0,30.0,6.0,10.0,4.138874053955078
41.38874125110899,120.0,100.0,16.0,16.66666603088379,2.4833245277404785
41.38874125110899,120.0,30.0,6.0,16.66666603088379,2.4833245277404785
49.83222292717562,0.0,100.0,16.0,15.784836769104004,3.1569674015045166
49.83222292717562,0.0,30.0,6.0,15.784836769104004,3.1569674015045166
49.83222292717562,100.0,100.0,16.0,20.0,2.4916107654571533
49.83222292717562,100.0,30.0,6.0,20.0,2.4916107654571533
49.83222292717562,120.0,100.0,16.0,16.66666603088379,2.9899330139160156
49.83222292717562,120.0,30.0,6.0,16.66666603088379,2.9899330139160156
59.998211271940754,0.0,100.0,16.0,17.320249557495117,3.464050054550171
59.998211271940754,0.0,30.0,6.0,17.320249557495117,3.464050054550171
59.998211271940754,100.0,100.0,16.0,20.0,2.999910593032837
59.998211271940754,100.0,30.0,6.0,20.0,2.999910593032837
59.998211271940754,120.0,100.0,16.0,16.66666603088379,3.5998926162719727
59.998211271940754,120.0,30.0,6.0,16.66666603088379,3.5998926162719727
72.23810507295923,0.0,100.0,16.0,19.005014419555664,3.8010027408599854
72.23810507295923,0.0,30.0,6.0,19.005014419555664,3.8010027408599854
72.23810507295923,100.0,100.0,16.0,20.0,3.611905574798584
72.23810507295923,100.0,30.0,6.0,20.0,3.611905574798584
72.23810507295923,120.0,100.0,16.0,16.66666603088379,4.334286689758301
72.23810507295923,120.0,30.0,6.0,16.66666603088379,4.334286689758301
86.97498998561562,0.0,100.0,16.0,20.853656768798828,4.170731544494629
86.97498998561562,0.0,30.0,6.0,20.853654861450195,4.170731067657471
86.97498998561562,100.0,100.0,16.0,20.0,4.348750591278076
86.97498998561562,100.0,30.0,6.0,20.0,4.34874963760376
86.97498998561562,120.0,100.0,16.0,25.0,3.4790000915527344
86.97498998561562,120.0,30.0,6.0,25.0,3.478999376296997
104.71826296326253,0.0,100.0,16.0,22.88212013244629,4.5764241218566895
104.71826296326253,0.0,30.0,6.0,22.882118225097656,4.576423645019531
104.71826296326253,100.0,100.0,16.0,20.0,5.23591423034668
104.71826296326253,100.0,30.0,6.0,20.0,5.235913276672363
104.71826296326253,120.0,100.0,16.0,25.0,4.188731670379639
104.71826296326253,120.0,30.0,6.0,25.0,4.188730716705322
126.08124013416516,0.0,100.0,16.0,25.107891082763672,5.021578311920166
126.08124013416516,0.0,30.0,6.0,25.107891082763672,5.021578311920166
126.08124013416516,100.0,100.0,16.0,30.0,4.202707767486572
126.08124013416516,100.0,30.0,6.0,30.0,4.202707767486572
126.08124013416516,120.0,100.0,16.0,25.0,5.043249607086182
126.08124013416516,120.0,30.0,6.0,25.0,5.043249607086182
151.80235676126367,0.0,100.0,16.0,27.550167083740234,5.51003360748291
151.80235676126367,0.0,30.0,6.0,27.550167083740234,5.51003360748291
151.80235676126367,100.0,100.0,16.0,30.0,5.060078144073486
151.80235676126367,100.0,30.0,6.0,30.0,5.060078144073486
151.80235676126367,120.0,100.0,16.0,25.0,6.072093963623047
151.80235676126367,120.0,30.0,6.0,27.550167083740234,5.51003360748291
182.77069208513905,0.0,100.0,16.0,30.230009078979492,6.04600191116333
182.77069208513905,0.0,30.0,6.0,30.0,6.0
182.77069208513905,100.0,100.0,16.0,30.0,6.092356204986572
182.77069208513905,100.0,30.0,6.0,30.0,6.0
182.77069208513905,120.0,100.0,16.0,33.33333206176758,5.483120918273926
182.77069208513905,120.0,30.0,6.0,30.0,6.0
220.0567013450013,0.0,100.0,16.0,33.17052459716797,6.6341047286987305
220.0567013450013,0.0,30.0,6.0,30.0,6.0
220.0567013450013,100.0,100.0,16.0,30.0,7.335224628448486
220.0567013450013,100.0,30.0,6.0,30.0,6.0
220.0567013450013,120.0,100.0,16.0,33.33333206176758,6.6017022132873535
220.0567013450013,120.0,30.0,6.0,30.0,6.0
264.94921726447,0.0,100.0,16.0,36.397064208984375,7.279412746429443
264.94921726447,0.0,30.0,6.0,30.0,6.0
264.94921726447,100.0,100.0,16.0,40.0,6.6237311363220215
264.94921726447,100.0,30.0,6.0,30.0,6.0
264.94921726447,120.0,100.0,16.0,33.33333206176758,7.948477268218994
264.94921726447,120.0,30.0,6.0,30.0,6.0
319.0,0.0,100.0,16.0,39.93745040893555,7.987490177154541
319.0,0.0,30.0,6.0,30.0,6.0
319.0,100.0,100.0,16.0,40.0,7.974999904632568
319.0,100.0,30.0,6.0,30.0,6.0
319.0,120.0,100.0,16.0,41.666664123535156,7.65600061416626
319.0,120.0,30.0,6.0,30.0,6.0
